,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
4407,M,Mcbride,Clerk,Produce,Prince George,Stores,35.62908866,0-1,23.18542754,Stores
4408,F,Tofino,Clerk,Produce,Nanaimo,Stores,33.72282705,2-5,15.59388426,Stores
4409,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,34.44201335,2-5,47.02585768,Stores
4410,F,Cobble Hill,Cashier,Customer Service,Victoria,Stores,37.10508898,6-10,0.0,Stores
4411,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,47.70047377,2-5,46.21594308,Stores
4412,F,Penticton,Clerk,Produce,Kelowna,Stores,36.71107596,6-10,16.9893815,Stores
4413,F,New Westminster,Clerk,Produce,New Westminster,Stores,39.32225385,2-5,46.37498868,Stores
4414,F,Burnaby,Cashier,Customer Service,Burnaby,Stores,40.26522423,2-5,85.60466195,Stores
4415,M,Victoria,Cashier,Customer Service,Victoria,Stores,58.14567276,2-5,123.947056,Stores
4416,M,New Westminster,Baker,Bakery,New Westminster,Stores,37.66984668,2-5,27.38390486,Stores
4417,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.93749901,6-10,88.09486087,Stores
4418,M,New Westminster,Clerk,Produce,New Westminster,Stores,39.12620461,2-5,18.27959834,Stores
4419,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,21.73007012,2-5,0.0,Stores
4420,F,Richmond,Clerk,Produce,Richmond,Stores,44.23133285,2-5,80.67292518,Stores
4421,F,Cranbrook,Clerk,Produce,Cranbrook,Stores,34.57824351,6-10,32.67473153,Stores
4422,M,North Vancouver,Clerk,Produce,North Vancouver,Stores,41.51910799,2-5,79.88615905,Stores
4423,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.5553217,6-10,113.9958857,Stores
4424,F,Surrey,Baker,Bakery,Surrey,Stores,37.91093274,2-5,80.45670698,Stores
4425,F,Fort Langley,Baker,Bakery,Langley,Stores,48.06792298,6-10,131.0078639,Stores
4426,F,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,33.72804577,2-5,36.2993466,Stores
4427,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,39.30209496,2-5,45.16034044,Stores
4428,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,45.19569337,2-5,72.58253528,Stores
4429,F,Kamloops,Baker,Bakery,Kamloops,Stores,43.26133725,6-10,98.80923071,Stores
4430,F,Lower Post,Clerk,Produce,Fort St John,Stores,52.59509913,6-10,123.1539235,Stores
4431,M,Sechelt,Meat Cutter,Meats,West Vancouver,Stores,39.28342718,2-5,27.19676848,Stores
4432,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,29.15777681,2-5,6.641124796,Stores
4433,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,38.24961319,2-5,23.02583593,Stores
4434,M,Victoria,Cashier,Customer Service,Victoria,Stores,50.68835594,6-10,104.7393758,Stores
4435,F,Langley,Baker,Bakery,Langley,Stores,40.34692213,6-10,16.7432201,Stores
4436,M,North Vancouver,Clerk,Produce,North Vancouver,Stores,32.90466295,2-5,0.0,Stores
4437,M,Gabriola Island,Dairy Person,Dairy,Vancouver,Stores,46.67478825,2-5,90.76813048,Stores
4438,F,Slocan,Clerk,Produce,Trail,Stores,37.97876501,2-5,39.2040238,Stores
4439,F,Kamloops,Baker,Bakery,Kamloops,Stores,42.86355319,2-5,40.9784859,Stores
4440,F,Boston Bar,Baker,Bakery,Chilliwack,Stores,32.89955862,6-10,85.33004946,Stores
4441,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,43.7032021,2-5,44.47930893,Stores
4442,F,New Westminster,Baker,Bakery,New Westminster,Stores,32.09757637,6-10,4.09517315,Stores
4443,F,Victoria,Cashier,Customer Service,Victoria,Stores,54.50819612,6-10,166.580891,Stores
4444,M,New Westminster,Clerk,Produce,New Westminster,Stores,37.2783644,2-5,29.36997848,Stores
4445,M,North Vancouver,Clerk,Produce,North Vancouver,Stores,53.26969031,6-10,104.0289712,Stores
4446,M,Port Hardy,Baker,Bakery,Nanaimo,Stores,49.66669673,2-5,99.37029689,Stores
4447,M,Clearwater,Baker,Bakery,Kamloops,Stores,25.95063001,2-5,0.0,Stores
4448,F,Chilliwack,Clerk,Produce,Chilliwack,Stores,29.8298161,2-5,7.891257278,Stores
4449,M,New Westminster,Clerk,Produce,New Westminster,Stores,54.22235354,6-10,73.30720593,Stores
4450,F,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,44.04393803,2-5,45.30878618,Stores
4451,M,Victoria,Cashier,Customer Service,Victoria,Stores,51.23534465,6-10,89.19139158,Stores
4452,F,Kaslo,Clerk,Produce,Cranbrook,Stores,45.6761979,2-5,60.20670545,Stores
4453,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,45.23728394,2-5,65.14135372,Stores
4454,F,Chetwynd,Clerk,Produce,Prince George,Stores,46.69173553,2-5,99.28192297,Stores
4455,F,Courtenay,Baker,Bakery,Nanaimo,Stores,45.46033218,2-5,41.95666513,Stores
4456,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,19.65227307,2-5,0.0,Stores
4457,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,42.97500228,2-5,119.529161,Stores
4458,M,New Westminster,Baker,Bakery,New Westminster,Stores,48.21286635,2-5,78.91346309,Stores
4459,F,Summerland,Clerk,Produce,Kelowna,Stores,45.55730166,2-5,76.23533377,Stores
4460,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,56.99434189,2-5,102.2038772,Stores
4461,M,Granisle,Baker,Bakery,Terrace,Stores,44.51763267,2-5,54.02557348,Stores
4462,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,54.28384783,2-5,94.11800801,Stores
4463,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,50.12475615,2-5,102.6802445,Stores
4464,M,Kamloops,Baker,Bakery,Kamloops,Stores,43.13799484,6-10,29.27849542,Stores
4465,F,Victoria,Clerk,Produce,Victoria,Stores,29.62207249,2-5,38.95771763,Stores
4466,F,Kamloops,Clerk,Produce,Kamloops,Stores,47.35401282,2-5,87.56045084,Stores
4467,M,Tofino,Baker,Bakery,Nanaimo,Stores,51.87640274,2-5,96.6434365,Stores
4468,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,39.39990978,2-5,73.05384114,Stores
4469,F,Sechelt,Clerk,Produce,West Vancouver,Stores,44.82456053,6-10,48.23384646,Stores
4470,M,Youbou,Cashier,Customer Service,Victoria,Stores,39.91380996,2-5,87.16206343,Stores
4471,F,Nakusp,Meat Cutter,Meats,Nelson,Stores,38.79669522,2-5,53.00364819,Stores
4472,M,Vernon,Clerk,Produce,Vernon,Stores,55.07675756,2-5,80.83235567,Stores
4473,M,Port Alberni,Clerk,Produce,Nanaimo,Stores,25.12719487,6-10,8.19503721,Stores
4474,F,Victoria,Cashier,Customer Service,Victoria,Stores,45.29814096,2-5,120.5576967,Stores
4475,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.34857187,2-5,47.22713857,Stores
4476,F,Coquitlam,Baker,Bakery,Nanaimo,Stores,52.79048728,2-5,91.33675362,Stores
4477,M,Richmond,Clerk,Produce,Richmond,Stores,51.47106709,2-5,104.268275,Stores
4478,F,Kamloops,Baker,Bakery,Kamloops,Stores,47.13878893,2-5,85.36656896,Stores
4479,M,Port Alberni,Clerk,Produce,Nanaimo,Stores,62.21693642,2-5,165.8575695,Stores
4480,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,31.18380985,2-5,0.0,Stores
4481,M,Langley,Clerk,Produce,Langley,Stores,46.86151904,6-10,49.57255935,Stores
4483,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,51.7704663,2-5,108.6320078,Stores
4484,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,53.53316686,2-5,110.0078558,Stores
4485,M,Burnaby,Clerk,Produce,Burnaby,Stores,39.22484493,2-5,35.72035128,Stores
4486,M,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,51.29056616,2-5,86.62620285,Stores
4487,M,Grassy Plains,Clerk,Produce,Prince George,Stores,34.19339909,2-5,7.104678924,Stores
4489,M,Richmond,Clerk,Produce,Richmond,Stores,64.5536522,2-5,135.9373523,Stores
4490,F,Quadra Island,Clerk,Produce,Victoria,Stores,46.01708584,2-5,79.39813501,Stores
4491,M,Prince George,Clerk,Produce,Prince George,Stores,35.28640242,6-10,14.10243365,Stores
4492,M,Whistler,Clerk,Produce,Squamish,Stores,49.2527049,6-10,56.89224804,Stores
4493,M,Victoria,Cashier,Customer Service,Victoria,Stores,31.87551625,6-10,0.0,Stores
4494,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,28.62180391,6-10,0.0,Stores
4495,M,Burnaby,Clerk,Produce,Burnaby,Stores,31.24224527,2-5,16.92229906,Stores
4496,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,48.52231595,2-5,42.99806786,Stores
4497,F,Kimberley,Clerk,Produce,Cranbrook,Stores,49.34743652,2-5,116.3604565,Stores
4498,F,Surrey,Baker,Bakery,Surrey,Stores,34.54086717,6-10,54.57614802,Stores
4499,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,49.33731024,6-10,122.1965115,Stores
4500,M,Victoria,Clerk,Produce,Victoria,Stores,41.52784324,2-5,44.46225714,Stores
4501,M,Kelowna,Clerk,Produce,Kelowna,Stores,49.89358711,2-5,101.2146338,Stores
4502,F,New Westminster,Baker,Bakery,New Westminster,Stores,49.60119548,2-5,62.44866175,Stores
4503,M,Trail,Clerk,Produce,Trail,Stores,38.2593571,2-5,51.21972116,Stores
4504,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,44.07561367,6-10,116.1189992,Stores
4505,M,White Rock,Meat Cutter,Meats,White Rock,Stores,53.71958497,2-5,101.3299539,Stores
4506,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,28.99182697,6-10,0.0,Stores
4507,M,Kaslo,Clerk,Produce,Cranbrook,Stores,38.57377575,2-5,0.0,Stores
4508,F,Boston Bar,Baker,Bakery,Chilliwack,Stores,43.7209776,2-5,116.455015,Stores
4509,F,Burnaby,Clerk,Produce,Burnaby,Stores,31.09602596,2-5,10.82823384,Stores
4510,F,Salmon Arm,Clerk,Produce,Kamloops,Stores,42.01224305,2-5,81.74628366,Stores
4511,M,Hope,Clerk,Produce,Chilliwack,Stores,37.09054404,2-5,0.0,Stores
4512,M,Fairmont Hot Springs,Clerk,Produce,Cranbrook,Stores,42.71571556,2-5,49.28930059,Stores
4513,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,41.69086411,2-5,61.21024159,Stores
4514,M,Sayward,Baker,Bakery,Nanaimo,Stores,45.25671526,2-5,23.10054303,Stores
4515,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,39.52950169,6-10,78.79600919,Stores
4516,M,Victoria,Clerk,Produce,Victoria,Stores,40.40774362,2-5,45.75532213,Stores
4517,M,Penticton,Baker,Bakery,Kelowna,Stores,47.54515831,2-5,91.36584451,Stores
4518,F,Mica Creek,Baker,Bakery,Kelowna,Stores,48.75480562,2-5,47.9703359,Stores
4519,F,Kamloops,Baker,Bakery,Kamloops,Stores,43.63330197,2-5,75.67540293,Stores
4520,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,45.85776908,2-5,82.28895023,Stores
4521,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,51.87666323,2-5,101.4919655,Stores
4522,M,Surrey,Baker,Bakery,Surrey,Stores,32.93499434,0-1,80.72392258,Stores
4523,F,Burnaby,Cashier,Customer Service,Burnaby,Stores,38.99608315,2-5,45.45783963,Stores
4524,M,Nanaimo,Clerk,Produce,Nanaimo,Stores,46.98602067,6-10,121.9120469,Stores
4525,F,Qualicum Beach,Baker,Bakery,Nanaimo,Stores,51.08054382,6-10,132.2199826,Stores
4526,F,Castlegar,Baker,Bakery,Trail,Stores,44.44288727,2-5,74.66189434,Stores
4527,M,Kamloops,Baker,Bakery,Kamloops,Stores,46.91506223,6-10,67.37964785,Stores
4528,F,Kelowna,Baker,Bakery,Kelowna,Stores,39.32980807,6-10,41.4412243,Stores
4529,M,Richmond,Clerk,Produce,Richmond,Stores,35.03143444,2-5,45.30285879,Stores
4530,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,27.28233907,6-10,26.83982511,Stores
4531,M,Topley,Clerk,Produce,Prince George,Stores,33.98265691,2-5,25.40309294,Stores
4532,M,Kamloops,Baker,Bakery,Kamloops,Stores,42.0233168,6-10,64.49213956,Stores
4533,F,White Rock,Meat Cutter,Meats,White Rock,Stores,44.60940979,0-1,85.54822071,Stores
4534,M,Chief Lake,Baker,Bakery,Prince George,Stores,56.53674907,2-5,112.0515212,Stores
4535,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.29010084,2-5,10.28347969,Stores
4536,M,Sidney,Cashier,Customer Service,Victoria,Stores,36.60165632,2-5,74.19278907,Stores
4537,F,Flatrock,Clerk,Produce,Fort St John,Stores,51.37231479,2-5,79.90377829,Stores
4538,M,Fort St John,Clerk,Produce,Fort St John,Stores,19.82450447,6-10,0.0,Stores
4539,M,Victoria,Clerk,Produce,Victoria,Stores,43.52394205,2-5,22.914183,Stores
4540,M,Willow Point,Baker,Bakery,Trail,Stores,46.00765937,6-10,60.29446724,Stores
4541,M,Campbell River,Baker,Bakery,Nanaimo,Stores,39.13415716,6-10,39.06775919,Stores
4542,F,West Vancouver,Clerk,Produce,West Vancouver,Stores,38.25816037,2-5,71.80159645,Stores
4543,F,Creston,Clerk,Produce,Cranbrook,Stores,28.58946684,2-5,0.316372492,Stores
4544,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.39843399,2-5,91.44315314,Stores
4545,M,Campbell River,Clerk,Produce,Nanaimo,Stores,34.04746503,2-5,0.956597464,Stores
4546,F,Fort Langley,Baker,Bakery,Langley,Stores,27.91202813,2-5,8.671158684,Stores
4547,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,39.38310452,2-5,70.47592682,Stores
4548,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,45.60993975,2-5,118.5818455,Stores
4549,F,Penticton,Clerk,Produce,Kelowna,Stores,26.95020363,2-5,24.8800159,Stores
4550,F,Barriere,Baker,Bakery,Kamloops,Stores,40.0999438,2-5,58.73077383,Stores
4551,M,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,32.11902835,6-10,0.0,Stores
4552,M,Houston,Baker,Bakery,Terrace,Stores,56.3409306,2-5,122.147162,Stores
4553,F,New Westminster,Baker,Bakery,New Westminster,Stores,51.84969805,2-5,104.7083006,Stores
4554,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,38.81399016,2-5,47.21444765,Stores
4555,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,39.56338002,2-5,24.14682718,Stores
4556,F,Langley,Clerk,Produce,Langley,Stores,27.23296581,6-10,0.0,Stores
4557,M,Sooke,Clerk,Produce,Victoria,Stores,40.57209447,2-5,25.1543033,Stores
4558,F,Wildwood,Clerk,Produce,Nanaimo,Stores,40.43890691,2-5,69.38483931,Stores
4559,M,West Vancouver,Clerk,Produce,West Vancouver,Stores,48.21209544,2-5,32.34477735,Stores
4560,M,Canal Flats,Clerk,Produce,Cranbrook,Stores,49.36064061,6-10,93.47247144,Stores
4561,M,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,51.74849947,2-5,100.069908,Stores
4562,F,Rossland,Baker,Bakery,Trail,Stores,49.13364296,2-5,127.9886915,Stores
4563,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,28.98962655,2-5,5.227192306,Stores
4564,F,Aldergrove,Clerk,Produce,Aldergrove,Stores,32.25079014,2-5,12.89754685,Stores
4565,F,Quadra Island,Clerk,Produce,Victoria,Stores,47.44933131,2-5,54.03552107,Stores
4566,F,Surrey,Clerk,Produce,Surrey,Stores,41.59147478,2-5,73.0121817,Stores
4568,F,Campbell River,Baker,Bakery,Nanaimo,Stores,28.34771702,2-5,9.119172997,Stores
4569,F,Kaslo,Clerk,Produce,Cranbrook,Stores,40.55575182,2-5,34.84350558,Stores
4570,F,Nanaimo,Baker,Bakery,Nanaimo,Stores,27.43018116,2-5,0.0,Stores
4571,M,Chetwynd,Baker,Bakery,Prince George,Stores,46.30741353,2-5,38.38328087,Stores
4572,M,New Westminster,Baker,Bakery,New Westminster,Stores,48.67260857,6-10,98.83624566,Stores
4573,M,Prince George,Clerk,Produce,Prince George,Stores,52.17377596,2-5,101.5337595,Stores
4574,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.75183017,2-5,69.9576951,Stores
4575,F,Mica Creek,Baker,Bakery,Kelowna,Stores,43.9514381,2-5,101.9928632,Stores
4576,F,Duncan,Clerk,Produce,Quesnel,Stores,52.45540397,2-5,90.17211596,Stores
4577,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.72987858,2-5,83.54367898,Stores
4578,M,Fort Langley,Baker,Bakery,Langley,Stores,37.90698154,2-5,35.06470903,Stores
4579,M,Langley,Clerk,Produce,Langley,Stores,44.01963233,6-10,38.84533413,Stores
4580,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,30.3205917,2-5,0.0,Stores
4581,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,36.00452947,6-10,0.0,Stores
4582,M,Victoria,Cashier,Customer Service,Victoria,Stores,39.15477715,6-10,54.59753763,Stores
4583,M,New Westminster,Baker,Bakery,New Westminster,Stores,22.40636895,2-5,0.0,Stores
4584,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,30.10802029,2-5,0.0,Stores
4585,F,Whistler,Clerk,Produce,Squamish,Stores,43.84223162,6-10,76.64685289,Stores
4586,M,Yahk,Clerk,Produce,Cranbrook,Stores,39.61758081,6-10,46.23602582,Stores
4588,M,Burnaby,Clerk,Produce,Burnaby,Stores,30.04222753,2-5,30.48416478,Stores
4590,M,Radium Hot Springs,Clerk,Produce,Cranbrook,Stores,41.94652256,2-5,67.44994709,Stores
4591,F,Balfour,Baker,Bakery,Nelson,Stores,47.8339639,2-5,48.73332264,Stores
4592,M,Winfield,Baker,Bakery,Kelowna,Stores,35.80111381,2-5,37.96164708,Stores
4593,M,Prince George,Baker,Bakery,Prince George,Stores,33.99021376,2-5,12.98970161,Stores
4594,M,Mcleese Lake,Clerk,Produce,Williams Lake,Stores,29.42749471,2-5,0.0,Stores
4595,F,Sardis,Baker,Bakery,Chilliwack,Stores,31.30863559,2-5,3.856373033,Stores
4596,F,Prince George,Baker,Bakery,Prince George,Stores,41.36315772,2-5,111.9242116,Stores
4597,F,Kamloops,Baker,Bakery,Kamloops,Stores,28.56540435,2-5,20.55965911,Stores
4598,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,56.44770711,2-5,145.6696029,Stores
4599,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,39.65671138,6-10,95.95880158,Stores
4600,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41.97226163,2-5,56.39066418,Stores
4601,F,Victoria,Clerk,Produce,Victoria,Stores,46.56376457,2-5,139.4226888,Stores
4602,M,Smithers,Dairy Person,Dairy,Terrace,Stores,36.67144103,6-10,17.05126988,Stores
4603,M,Campbell River,Clerk,Produce,Nanaimo,Stores,63.42128664,6-10,133.2744491,Stores
4604,F,Prince George,Clerk,Produce,Prince George,Stores,38.57265252,2-5,42.81226701,Stores
4605,F,Vavenby,Baker,Bakery,Kamloops,Stores,40.27154201,2-5,100.9519821,Stores
4606,F,Forest Grove,Baker,Bakery,Kamloops,Stores,47.80948665,2-5,152.1984803,Stores
4607,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,45.77898633,2-5,115.2260515,Stores
4608,M,West Vancouver,Clerk,Produce,West Vancouver,Stores,43.49362688,2-5,17.61089659,Stores
4609,M,Langley,Baker,Bakery,Langley,Stores,34.27939594,2-5,0.0,Stores
4610,M,Port Alberni,Clerk,Produce,Nanaimo,Stores,59.78196984,2-5,60.55257273,Stores
4611,M,Victoria,Cashier,Customer Service,Victoria,Stores,41.75313116,2-5,15.464068,Stores
4612,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,52.94532039,2-5,63.57205291,Stores
4613,M,Burnaby,Clerk,Produce,Burnaby,Stores,45.67635806,2-5,98.95464879,Stores
4614,M,Pitt Meadows,Dairy Person,Dairy,Pitt Meadows,Stores,39.61015103,2-5,46.04495825,Stores
4615,M,Vernon,Baker,Bakery,Vernon,Stores,51.76310598,2-5,104.0127122,Stores
4616,F,New Westminister,Clerk,Produce,New Westminister,Stores,33.09188117,2-5,20.15091753,Stores
4617,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,34.60072358,2-5,0.0,Stores
4618,F,Alkali Lake,Clerk,Produce,Williams Lake,Stores,40.40062097,2-5,80.50999731,Stores
4620,F,Duncan,Clerk,Produce,Quesnel,Stores,42.05745036,2-5,64.6891395,Stores
4621,M,Klemtu,Shelf Stocker,Processed Foods,Bella Bella,Stores,33.20956615,2-5,0.0,Stores
4622,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,34.91580547,2-5,2.149561215,Stores
4623,M,Victoria,Cashier,Customer Service,Victoria,Stores,43.1847824,2-5,60.55690847,Stores
4624,M,Vananda,Baker,Bakery,Nanaimo,Stores,42.94540677,2-5,72.20476585,Stores
4625,F,Fraser Lake,Baker,Bakery,Prince George,Stores,27.7879328,2-5,25.05635943,Stores
4626,M,Prince George,Baker,Bakery,Prince George,Stores,44.01451533,2-5,3.502903011,Stores
4627,M,Castlegar,Clerk,Produce,Trail,Stores,27.19513443,0-1,0.0,Stores
4628,M,Quesnel,Baker,Bakery,Quesnel,Stores,46.83041168,2-5,86.56521132,Stores
4629,M,North Vancouver,Clerk,Produce,North Vancouver,Stores,57.29141001,6-10,174.1295465,Stores
4630,M,Campbell River,Baker,Bakery,Nanaimo,Stores,31.91129758,2-5,0.0,Stores
4631,M,Prince George,Clerk,Produce,Prince George,Stores,25.84942248,2-5,0.0,Stores
4632,M,Houston,Clerk,Produce,Terrace,Stores,31.45947453,2-5,41.23746486,Stores
4633,F,Terrace,Clerk,Produce,Terrace,Stores,41.85413534,2-5,71.78048717,Stores
4634,F,Fort Nelson,Clerk,Produce,Fort Nelson,Stores,47.88905867,2-5,75.00694169,Stores
4635,F,Prince George,Clerk,Produce,Prince George,Stores,42.56192,6-10,23.41337914,Stores
4636,M,New Westminster,Clerk,Produce,New Westminster,Stores,38.07684274,2-5,19.14067893,Stores
4637,F,Kelowna,Baker,Bakery,Kelowna,Stores,51.63850195,2-5,86.1474325,Stores
4638,F,North Vancouver,Baker,Bakery,North Vancouver,Stores,26.17406211,2-5,0.0,Stores
4639,M,Victoria,Cashier,Customer Service,Victoria,Stores,59.95778651,6-10,128.9533406,Stores
4640,F,Burnaby,Clerk,Produce,Burnaby,Stores,51.9228344,2-5,95.12827928,Stores
4641,F,Victoria,Cashier,Customer Service,Victoria,Stores,40.24370877,2-5,77.83489957,Stores
4642,F,Yarrow,Clerk,Produce,Chilliwack,Stores,42.56352754,2-5,90.22502745,Stores
4643,F,Fort St John,Clerk,Produce,Fort St John,Stores,37.06494348,2-5,21.50444024,Stores
4644,F,Rossland,Clerk,Produce,Trail,Stores,38.62607109,2-5,74.13735067,Stores
4645,F,West Vancouver,Clerk,Produce,West Vancouver,Stores,40.2891024,6-10,37.9442034,Stores
4646,F,Duncan,Clerk,Produce,Quesnel,Stores,42.0395907,6-10,115.1214619,Stores
4647,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,34.08398687,2-5,4.775849282,Stores
4648,M,Victoria,Clerk,Produce,Victoria,Stores,35.6039143,6-10,0.0,Stores
4650,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,28.47818391,2-5,0.0,Stores
4651,F,Richmond,Clerk,Produce,Richmond,Stores,34.37637561,2-5,0.0,Stores
4652,F,Westbank,Baker,Bakery,Kelowna,Stores,39.23734461,2-5,34.44889839,Stores
4653,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,37.79987095,2-5,0.0,Stores
4654,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,38.03589884,2-5,75.53824525,Stores
4655,M,Prince George,Baker,Bakery,Prince George,Stores,32.44541888,2-5,38.25033365,Stores
4656,M,Good Hope Lake,Clerk,Produce,Terrace,Stores,49.84091704,2-5,94.71125677,Stores
4657,M,Victoria,Clerk,Produce,Victoria,Stores,47.03718015,2-5,80.10797021,Stores
4658,F,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,45.7160768,2-5,138.2709228,Stores
4659,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,51.65546962,0-1,110.9734085,Stores
4660,F,New Westminster,Baker,Bakery,New Westminster,Stores,35.95772584,6-10,26.08200178,Stores
4661,M,Victoria,Clerk,Produce,Victoria,Stores,25.84663494,6-10,0.0,Stores
4662,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,47.19566927,2-5,100.4696691,Stores
4663,M,Richmond,Clerk,Produce,Richmond,Stores,41.90324584,6-10,45.10218444,Stores
4664,F,Sidney,Clerk,Produce,Victoria,Stores,31.08689923,2-5,0.0,Stores
4665,M,Victoria,Cashier,Customer Service,Victoria,Stores,56.88331327,2-5,109.5073654,Stores
4666,M,West Vancouver,Baker,Bakery,West Vancouver,Stores,51.46390269,6-10,64.36848794,Stores
4667,M,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,39.72657133,6-10,68.100128,Stores
4668,F,New Westminster,Clerk,Produce,New Westminster,Stores,38.17721901,6-10,57.07989894,Stores
4669,M,Vancouver,Meat Cutter,Meats,Vancouver,Stores,27.52842279,6-10,0.0,Stores
4670,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,29.13605712,2-5,26.87436764,Stores
4671,M,Courtenay,Clerk,Produce,Nanaimo,Stores,41.63277117,2-5,75.42715475,Stores
4672,F,New Westminster,Baker,Bakery,New Westminster,Stores,39.81419349,2-5,44.67713475,Stores
4673,F,Victoria,Cashier,Customer Service,Victoria,Stores,45.28971523,2-5,115.1232279,Stores
4674,M,Richmond,Clerk,Produce,Richmond,Stores,48.66681107,2-5,107.3334739,Stores
4675,M,Williams Lake,Baker,Bakery,Williams Lake,Stores,29.7797343,2-5,0.0,Stores
4676,F,New Westminster,Baker,Bakery,New Westminster,Stores,40.68117825,2-5,84.9093488,Stores
4677,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,50.82895001,2-5,118.1561394,Stores
4678,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,30.47649314,6-10,0.0,Stores
4679,M,Haney,Shelf Stocker,Processed Foods,Haney,Stores,35.13168388,2-5,9.17632263,Stores
4680,M,Victoria,Cashier,Customer Service,Victoria,Stores,37.79856985,6-10,41.75115975,Stores
4681,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,41.04882196,2-5,63.8956463,Stores
4682,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,29.47494906,6-10,0.0,Stores
4683,M,Prince George,Baker,Bakery,Prince George,Stores,48.00552974,2-5,72.70727293,Stores
4684,M,New Westminster,Baker,Bakery,New Westminster,Stores,43.52630697,6-10,86.44463092,Stores
4685,F,Nanaimo,Baker,Bakery,Nanaimo,Stores,28.19542927,2-5,0.0,Stores
4686,M,Vernon,Baker,Bakery,Vernon,Stores,39.06540919,2-5,35.59465972,Stores
4687,M,Bowen Island,Shelf Stocker,Processed Foods,Vancouver,Stores,23.62449749,6-10,0.0,Stores
4688,F,Vancouver,Meat Cutter,Meats,Vancouver,Stores,39.82650371,6-10,65.44938416,Stores
